#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2017-05-29 12:52:19"
#data_read_from_db	"2018-08-23 11:02:46"
#database_id	48
#datapoints_in_db	249345
#database_reference_id	0
#integrated_value	0.018	6.3
#sample_label	"iri_flake_paper"
#sample_name	"Iridescent_flake_paper"
#lamp	"Halogen_12V"
#beamshape	"det,f=300,a=1"
#filterlamp	"IRcutoff"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: do_meas_batch.c,v 1.34 2014/02/05 12:16:00 apian Exp apian $daq serial[0]="007" (channel minimum)|autochanger5 place=1|optfile=epfl-ultrafine|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.11 2017/05/26 15:43:23 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=4 poweron=516 [h] last_change=63 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	30	0
#intheta	30
#inphi	0
#front_integral	0.0175
#incident_and_front_integral	30	0	0.0175
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	249290
#format: theta	phi	[uA]
33.2589  5.74666  0.0611273
32.3598  6.18974  0.0543202
30.6849  7.68808  0.0507327
28.7955  7.85493  0.0555895
30.6041  6.7613  0.0582078
31.8364  5.96803  0.0571697
34.0086  5.73324  0.0554165
41.645  5.42775  0.0429236
40.05  4.83436  0.0658568
27.1438  6.55273  0.108147
25.296  6.80778  0.111141
25.2401  6.77284  0.0764996
21.8069  7.9649  0.0700224
19.8686  8.47108  0.0667236
19.0615  7.55897  0.0753397
18.3596  6.31396  0.0684811
16.2758  6.85655  0.0656286
11.4837  14.4355  0.0666783
8.52936  32.9764  0.0629579
7.03249  161.194  0.0662985
4.59466  16.7312  0.0677148
4.53708  16.8132  0.0698477
3.22574  28.9363  0.0702671
2.59314  55.2284  0.0702205
8.27085  170.492  0.0708769
11.939  172.061  0.0707169
5.27856  161.726  0.0664227
5.56335  161.927  0.0672424
8.39061  169.665  0.0674921
15.6288  175.86  0.063705
12.5047  173.769  0.0608165
12.5602  173.85  0.0578839
11.6415  172.888  0.0596803
13.6981  174.666  0.066772
41.4391  177.523  0.0679155
41.4956  177.548  0.0684776
41.552  177.572  0.0663996
41.6085  177.597  0.0648567
61.7613  2.7469  0.0222154
76.7901  2.30184  0.0353421
76.7346  2.29166  0.0402244
18  13.047  0.0410316
16.7143  16.6865  0.0326287
24.5615  8.41625  0.0363878
26.1345  5.47468  0.0254222
28.5005  4.69748  0.0282719
32.5764  3.19423  0.0298545
31.3614  3.42219  0.0302369
32.3629  3.12917  0.0353206
32.3064  3.11787  0.0341779
34.8099  2.45108  0.0298004
31.5865  3.00718  0.0294471
28.5239  3.76354  0.0295087
29.6554  3.7853  0.030584
31.7381  3.15754  0.0287986
45.2028  2.16097  0.0311229
26.0936  4.51781  0.0317364
26.037  4.50215  0.03242
35.188  2.64138  0.043877
29.3228  3.41926  0.0499059
29.5607  3.4292  0.0474018
30.4984  3.52537  0.0483035
34.0182  3.07885  0.0507693
31.8069  3.48486  0.0533291
31.7503  3.4701  0.0513653
29.8714  4.21277  0.0569772
36.8977  3.5081  0.0579941
40.2091  2.95139  0.0577313
38.2523  3.32281  0.053618
31.704  5.29493  0.0591075
27.2678  6.84021  0.0555179
26.9203  7.05556  0.0560704
32.02  4.89088  0.0513766
28.5333  6.18007  0.0604699
27.0225  7.12433  0.0578839
23.9369  9.42946  0.0519559
23.0273  10.5149  0.0594241
25.6215  8.59251  0.0622986
28.1654  7.38746  0.0532662
24.9859  9.89274  0.0531651
25.2713  10.0422  0.0566471
28.3051  8.17043  0.0568342
32.1062  6.4048  0.0511491
31.7807  6.57111  0.0553314
31.726  6.53734  0.0608217
29.3025  7.75184  0.0539149
27.191  8.97785  0.0582806
29.9432  7.13614  0.0584078
31.8643  6.02105  0.0578644
29.6986  7.11033  0.0578651
30.3219  6.84787  0.0372362
26.7484  7.38193  0.0713399
25.3666  7.52278  0.109897
25.3112  7.48395  0.101969
22.9101  8.33241  0.0834552
21.3511  8.54743  0.0811173
16.2172  14.1314  0.0704067
18.204  9.19068  0.0741465
18.8711  6.58801  0.0655302
15.7754  8.3277  0.0643222
10.1381  27.2959  0.059604
7.62257  82.3032  0.0605018
6.10859  159.598  0.0604323
5.69354  10.5282  0.0622752
5.63566  10.5539  0.0580717
4.58514  21.7767  0.0634379
2.02642  60.8197  0.061676
19.5474  175.967  0.0602259
26.9834  176.565  0.0556664
7.39123  167.297  0.0577914
5.5042  162.41  0.0562849
8.23015  169.914  0.0569682
14.1918  175.301  0.0580877
15.8707  176.036  0.0612592
11.083  172.747  0.0606204
11.138  172.845  0.0584832
9.55518  170.739  0.0609068
12.0919  173.629  0.067453
15.3542  175.849  0.074362
12.8555  174.711  0.0683612
11.0329  173.295  0.069718
12.9835  174.147  0.0632856
12.6959  174.896  0.0584259
19.1531  176.964  0.0570454
25.9713  177.659  0.0567701
16.9968  174.991  0.0588513
17.0521  175.054  0.0703631
70.2534  2.26301  0.019183
28.1228  4.85853  0.0324994
28.0668  4.84477  0.0368967
30.7656  2.99073  0.0316616
47.8286  1.94707  0.0300869
41.4423  2.11774  0.0284687
37.7398  2.53473  0.0294058
32.9415  2.96105  0.0382984
33.642  2.95582  0.0389052
31.9508  3.49913  0.0395453
31.8942  3.48428  0.0473043
31.2015  3.94455  0.0513623
32.779  3.82357  0.0554595
30.0501  5.19745  0.0506769
27.2187  6.7334  0.0534978
27.8234  6.43403  0.0517842
30.6557  5.21325  0.0521918
36.262  5.07658  0.0587114
27.9885  6.64022  0.0541307
22.4849  11.061  0.0535709
24.7513  9.0881  0.0534893
27.0265  7.63342  0.0551113
27.2507  7.87843  0.05236
26.3345  8.83277  0.0565456
26.7889  9.19247  0.0563702
28.7392  7.9299  0.0522601
30.4147  7.07554  0.0560439
31.3446  6.68538  0.0568581
31.2899  6.65087  0.0609236
30.9311  6.79075  0.0608904
28.3105  8.0622  0.0530517
28.6196  7.88381  0.0591776
29.0922  7.48248  0.0613073
31.5117  6.24572  0.0572689
26.3483  8.60522  0.0604157
23.1519  10.485  0.0397752
25.2819  7.92458  0.077998
24.0513  8.20686  0.116215
23.9961  8.16501  0.104576
24.0848  7.17248  0.0832593
19.5349  10.2735  0.0787815
15.6912  14.9878  0.0708914
76.7661  179.873  0.0746437
19.2477  7.43305  0.07035
14.3521  10.686  0.0683958
9.5831  31.5235  0.0642155
5.24949  149.129  0.0620607
6.04303  163.026  0.0609405
4.62444  10.7382  0.0657113
4.56669  10.7901  0.0617358
3.17385  23.8297  0.0659261
1.93381  57.0849  0.0638037
25.5324  176.907  0.0601285
10.2615  172.81  0.0589974
5.64084  165.535  0.0570168
3.52981  147.551  0.0518437
6.46705  165.985  0.0550458
12.4389  174.408  0.0543292
17.6511  176.517  0.0610126
11.8147  173.685  0.0559864
11.8702  173.767  0.0572933
11.7989  172.246  0.0601861
20.5258  176.129  0.0735472
18.5051  176.164  0.0741583
12.3927  174.637  0.0704563
8.96184  171.236  0.07152
8.87633  171.287  0.0639827
11.8417  174.65  0.0632027
14.2392  175.944  0.0619682
16.0769  176.649  0.0616796
18.5927  175.658  0.0598432
18.6483  175.712  0.0722206
13.1823  173.902  0.0710151
13.2342  175.396  0.0743717
15.3498  176.36  0.0701573
15.1899  176.181  0.0676596
12.0925  174.172  0.0671442
14.9554  175.602  0.0654542
76.1324  1.89702  0.0325974
76.0766  1.88861  0.0400227
49.9242  3.02824  0.0427343
86.4174  178.054  0.0437676
84.8618  177.948  0.0382248
89.7752  2.43761  0.0365975
25.4922  10.0406  0.0369629
34.5371  2.06422  0.0317235
29.799  2.68603  0.0315909
28.6119  3.65804  0.0273664
29.9459  3.43813  0.0278659
32.7223  2.98672  0.0307746
33.9899  2.88281  0.0345781
33.204  3.27599  0.0406076
34.6797  3.65428  0.0393618
38.404  3.3033  0.0462348
30.2247  4.96553  0.0497297
25.9302  7.23094  0.0460777
28.2477  6.06651  0.0492387
28.1716  5.98456  0.0553864
24.012  8.89792  0.0512083
24.3561  8.93476  0.056092
24.6816  8.81164  0.0572506
27.4295  7.33266  0.0552138
28.6578  6.98794  0.0509511
28.9496  7.25558  0.0523818
27.915  8.07825  0.0557525
27.925  8.49754  0.0479173
28.3606  8.29865  0.0532958
31.7757  6.55819  0.0602106
31.721  6.52416  0.0606922
30.1424  7.26627  0.0596899
27.1144  9.30702  0.060573
27.5479  8.67498  0.0647066
31.4  6.19007  0.0623307
25.0411  9.66031  0.06164
73.4956  179.812  0.0439392
22.2105  10.7507  0.0789772
23.6277  8.57044  0.117187
23.5726  8.52704  0.10419
31.6625  5.72183  0.0821817
17.2574  13.852  0.0770297
13.9125  21.4978  0.0733145
14.8673  15.4197  0.0714617
15.9056  10.7034  0.0689729
17.6497  8.8397  0.0664762
9.58082  33.9598  0.0653684
6.64086  114.357  0.0631
6.30133  132.231  0.0612454
3.10432  4.29974  0.0656151
3.04645  4.34693  0.0687777
1.01201  49.9943  0.0724653
2.06166  154.394  0.0679953
3.17484  154.044  0.068033
7.95934  168.692  0.0612508
6.09584  166.57  0.0621483
6.6542  167.067  0.0591469
9.45478  171.767  0.0625328
16.1985  176.289  0.0567751
15.3954  175.881  0.0585615
12.7041  174.14  0.0518916
12.7598  174.215  0.0522746
13.4424  173.357  0.0576604
10.7593  172.521  0.0725288
21.7416  176.696  0.072252
13.1867  175.111  0.0698181
9.78512  172.171  0.0662512
10.2713  172.701  0.059023
11.8389  174.568  0.0565531
14.2158  175.985  0.0583103
18.678  177.093  0.0597543
18.7351  177.129  0.0626205
12.2225  174.289  0.0685725
12.633  174.173  0.0698088
14.3994  175.655  0.0694912
17.0947  176.937  0.0643284
17.9768  176.839  0.0692347
20.8109  176.85  0.0631064
15.037  176.001  0.0673985
18.6636  177.033  0.0683472
18.8579  176.981  0.0713693
16.0343  176.42  0.070108
15.1267  175.701  0.0719925
12.9242  173.757  0.0704385
42.5716  178.005  0.0639677
42.6285  178.029  0.058025
42.6853  178.053  0.0506457
42.5149  177.982  0.0508667
42.5716  178.005  0
86.8857  2.03815  0.018451
29.1922  1.77088  0.0357342
29.1359  1.76571  0.0424428
82.4029  2.1739  0.0461491
89.8973  2.15907  0.0473143
86.3904  177.752  0.0443377
40.175  5.40799  0.0345003
42.4287  5.10851  0.0358278
28.4961  3.64398  0.031123
29.1184  3.63918  0.028467
33.1582  2.85948  0.0308777
34.4032  2.78666  0.0315903
34.5234  3.00314  0.0337346
34.4667  2.98995  0.0380566
35.9357  3.5709  0.0344142
34.2889  3.39795  0.0365019
30.6071  4.55052  0.0396269
25.8096  6.76883  0.0380274
24.9908  7.32878  0.0416327
27.1981  6.16478  0.049164
24.7401  7.84571  0.0477159
23.716  9.06207  0.0516492
23.8808  9.15433  0.0562388
27.3386  7.22955  0.0510517
29.0877  6.7836  0.0542098
30.1805  6.53703  0.0565761
27.8906  8.03912  0.0551733
27.9662  8.53634  0.052278
30.1623  7.35168  0.0588865
30.1079  7.31417  0.0605931
27.3363  9.08048  0.0561439
25.4111  10.5517  0.0585796
28.1349  8.20993  0.0623071
30.8092  6.56887  0.0645142
31.7829  6.09048  0.0519695
28.023  7.49953  0.0442439
23.5243  10.3252  0.0725149
21.912  11.2578  0.111646
23.1767  8.9256  0.103997
23.1218  8.88076  0.0847499
26.1548  6.96634  0.0825735
18.0402  12.8065  0.0719689
18.1428  14.5944  0.0715698
18.879  10.5694  0.068578
15.0362  12.6324  0.0663171
14.7127  12.7004  0.0606841
10.7335  24.7671  0.0604425
8.27711  63.8618  0.0625804
5.04811  158.259  0.060534
5.58258  174.448  0.0649299
5.52471  174.434  0.0684799
1.29528  31.7034  0.0733437
2.33028  160.515  0.0727384
6.79789  172.884  0.0707788
6.04676  169.586  0.071888
5.68355  166.775  0.0693283
7.08527  169.468  0.0685547
9.25723  171.488  0.0676364
16.2638  176.628  0.0612592
18.293  177.116  0.0594439
13.1161  174.948  0.0521912
13.1161  174.948  0.0564903
9.86964  172.037  0.0567511
12.0354  173.854  0.0685568
14.8817  176.098  0.0693589
11.4601  174.386  0.069718
9.35666  172.091  0.0648816
10.0693  173.038  0.0577292
13.4636  175.794  0.0553717
15.382  176.721  0.0550374
25.8483  177.966  0.0564708
25.9056  177.99  0.0602765
11.8599  174.931  0.0651762
11.0044  173.852  0.0667024
18.2775  177.495  0.0671318
18.7536  177.584  0.0650918
19.1248  177.203  0.0579255
15.5719  176.594  0.0613925
18.2808  177.304  0.0671614
18.7786  177.454  0.0693413
18.3941  177.09  0.0732118
16.1477  176.519  0.0750334
13.6168  175.257  0.0678387
13.5317  175.181  0.0625061
17.4914  176.979  0.0560968
20.3535  177.703  0.0508667
19.7135  177.626  0.0560479
14.515  176.15  0.0572785
42.8558  178.123  0.0544419
42.9127  178.147  0.0480239
42.9696  178.17  0.0528946
43.0265  178.193  0.0606139
43.0835  178.216  0.062003
42.9127  178.147  0.0616233
60.3684  1.83915  0.0193921
24.5739  179.285  0.042342
24.5176  179.287  0.0449073
89.0261  2.22858  0.0458956
27.1943  5.56889  0.0349165
30.6331  3.79823  0.0394398
35.2531  2.75914  0.0338569
34.9201  2.974  0.0322055
34.8635  2.96088  0.0352929
30.7071  4.07071  0.0352564
35.5002  3.17269  0.0333622
29.6971  4.84756  0.0344702
27.6641  5.63165  0.0319132
63.8609  179.914  0.0334182
67.884  179.866  0.0395193
67.9413  179.867  0.0401504
25.6777  6.9582  0.0457642
67.7653  179.781  0.0497307
26.8426  7.22837  0.0512162
29.1424  6.4556  0.043504
29.863  6.18346  0.0481164
30.1803  6.46306  0.0538996
31.7702  6.74333  0.0535125
27.8103  8.29584  0.0517691
28.5247  8.13766  0.0579699
63.646  0.190037  0.0582144
63.7035  0.18867  0.0599939
27.846  8.68593  0.0548666
26.4062  9.6579  0.0575829
26.8482  9.06371  0.0621071
30.6999  6.59344  0.0617352
32.1884  5.80787  0.0509711
22.0483  11.6778  0.0640585
70.5685  179.945  0.106981
23.4788  8.38553  0.103224
23.4235  8.34325  0.0799656
29.0184  5.63748  0.0755698
16.6727  15.1754  0.066239
26.1762  10.5812  0.0689757
24.6586  7.03187  0.066806
18.1604  9.11624  0.0656286
15.1055  10.705  0.062659
10.8136  34.8412  0.0572983
4.34862  129.892  0.060534
3.16193  23.814  0.0602458
0.816133  5.86392  0.0689763
0.758472  6.26126  0.0662955
0.628073  116.436  0.0684637
1.68086  146.723  0.0674024
6.34465  172.653  0.0661698
5.53474  170.069  0.0705456
5.22828  165.733  0.0718882
5.45891  163.997  0.0729015
19.5214  175.832  0.0752286
17.3016  176.909  0.061463
13.5661  175.254  0.0631151
11.6039  173.868  0.0583676
13.0433  175.027  0.0628843
19.1574  176.865  0.0623927
16.4763  175.733  0.0623263
14.1252  174.466  0.0630932
14.9962  175.362  0.064596
17.7376  176.697  0.0615744
34.9521  178.245  0.0595618
18.7643  177.315  0.0568676
18.8215  177.348  0.0597776
12.5644  175.595  0.0592876
11.5836  174.657  0.061617
13.5835  176.074  0.0635074
18.5072  177.628  0.0642976
22.0259  178.168  0.0661829
17.6797  177.283  0.0609952
15.9334  176.668  0.0622406
16.5673  176.908  0.0698242
20.1412  177.64  0.0706522
20.1475  177.45  0.0729567
18.4511  177.129  0.0678387
13.9466  175.858  0.0649324
14.7215  176.091  0.062813
17.4251  177.205  0.060162
18.6783  177.528  0.063539
18.5878  177.51  0.0600759
14.5375  176.345  0.0527476
15.5257  176.859  0.0576312
16.5657  177.357  0.0557664
17.2096  177.674  0.0593079
16.8991  177.512  0.0629582
16.9565  177.55  0.0623837
13.4768  175.964  0.0620038
11.617  175.341  0.0630492
13.3637  176.389  0.0640426
16.1674  177.47  0.0650573
16.1592  177.526  0.0625725
36.1793  174.944  0.00379472
32.5532  0.560631  0.025457
26.301  178.663  0.046678
26.2447  178.667  0.0456317
21.6309  15.9687  0.0455916
26.9909  6.19135  0.0384868
45.4595  2.76489  0.0306412
27.7825  5.36338  0.033944
27.8771  5.0643  0.0307923
67.7755  179.841  0.03068
27.5535  5.54409  0.0327784
27.4973  5.51997  0.0346619
24.2356  7.44723  0.0373413
25.0954  7.63206  0.0400373
26.2293  7.45066  0.0380957
28.6716  6.50144  0.0372646
31.5791  5.56041  0.0377576
30.2252  6.56751  0.0398995
27.725  8.44983  0.0438303
28.0871  8.41986  0.0490068
30.5197  7.14948  0.0510784
29.9923  7.78646  0.0473047
26.8789  9.4609  0.0605074
29.4737  7.59663  0.0612389
30.1001  7.11123  0.0533673
29.3511  7.09595  0.0589874
25.3895  9.13248  0.0542142
70.9729  179.87  0.0932759
69.2745  179.95  0.115196
24.2428  7.79855  0.0897255
24.1875  7.75869  0.0804183
22.2318  8.35817  0.0630883
19.0368  13.4314  0.0700695
12.5664  28.1397  0.0705667
14.8701  16.2987  0.0645825
16.9369  10.7555  0.0615156
17.0306  9.88941  0.0588704
15.3239  17.3718  0.0607097
69.4121  177.602  0.0635829
3.21364  151.265  0.0657602
3.89988  162.058  0.0661962
3.84262  161.93  0.0689517
4.19629  178.064  0.066019
1.46594  149.564  0.0662679
9.02358  174.35  0.0646086
6.40894  172.107  0.0712245
6.45871  170.058  0.0733844
7.87183  169.117  0.0713832
11.5226  174.577  0.0724678
14.6036  176.061  0.0646222
16.2958  176.479  0.0617969
16.3526  176.521  0.0605805
13.1242  175.195  0.0599031
11.1566  173.684  0.0582666
13.7018  175.073  0.0591147
33.5883  178.103  0.0550124
43.5337  178.105  0.0611951
17.8577  175.575  0.0595165
15.6683  175.631  0.070543
14.8839  176.515  0.0672429
15.8056  176.789  0.0669331
16.0603  177.044  0.0611327
16.1175  177.082  0.0608751
13.5052  176.043  0.0616637
12.0773  175.134  0.0646888
14.8825  176.599  0.0615576
17.8494  177.466  0.0684858
20.0831  177.901  0.0662814
17.0438  177.004  0.0714659
19.9945  177.735  0.0740313
17.6991  177.395  0.0716712
17.7563  177.431  0.0671285
15.1907  175.915  0.0656362
14.9817  176.457  0.0641563
16.7834  177.105  0.0622967
17.0009  177.162  0.0616412
17.3881  177.312  0.0617743
14.1664  176.245  0.0591262
11.3902  174.786  0.0558572
15.4119  176.897  0.0635166
18.5345  177.846  0.066597
16.9283  177.409  0.0644219
16.9856  177.448  0.0650035
13.9016  176.329  0.0624054
13.4172  176.198  0.061437
16.0113  177.332  0.0637839
17.1072  177.617  0.0633921
17.9334  177.873  0.0608404
16.2222  177.386  0.0579287
16.0483  177.347  0.0689997
18.0997  177.91  0.066827
21.9672  178.425  0.064991
20.874  178.328  0.0642543
33.0814  0.618674  0.00421477
41.8349  1.01308  0.0269209
38.4591  0.649529  0.042947
38.4029  0.647308  0.0431482
45.3581  2.69072  0.0341995
28.8682  4.70882  0.0347859
27.2081  5.14032  0.0333398
29.4977  4.43864  0.0349394
29.7814  4.60039  0.031534
29.725  4.57945  0.0346619
27.362  5.68691  0.0360059
26.1508  6.70651  0.0379168
27.7817  6.36045  0.0340981
30.5311  5.67857  0.0378684
32.6505  5.26188  0.0373514
31.4789  6.0188  0.0384583
29.662  7.1294  0.0331676
28.7331  7.88871  0.0386395
31.0134  6.83524  0.0397382
31.4806  6.73259  0.0438433
31.426  6.69774  0.0411491
31.4046  6.95048  0.0446832
32.6317  7.41055  0.0560082
28.2385  8.41834  0.0559787
29.9225  7.1161  0.0476763
24.3788  10.0156  0.0528079
74.2321  179.826  0.100566
20.3487  12.632  0.114327
21.6069  9.84771  0.0921176
21.552  9.79992  0.081104
22.1256  8.56148  0.0676928
16.6945  15.4117  0.0700695
14.651  20.1509  0.0639658
16.2498  14.0382  0.0616858
12.7706  20.5316  0.0607569
14.6919  12.7083  0.0637236
9.1902  42.8054  0.0688704
3.05011  95.6032  0.0660066
1.21692  124.419  0.0699627
0.873573  154.999  0.0662955
0.819961  153.477  0.0669021
0.367441  53.2199  0.063905
2.54883  161.713  0.0641758
29.6683  178.648  0.0628555
8.14931  174.799  0.0697075
7.30662  171.862  0.0678785
8.78262  173.028  0.0685238
11.0251  174.528  0.070426
15.4394  176.37  0.0588827
15.4962  176.414  0.0575944
13.9255  175.776  0.0572563
11.8373  174.436  0.0552053
11.7726  174.448  0.0555545
27.614  177.569  0.0560374
32.7953  177.807  0.0537909
48.8257  178.095  0.0545488
21.3107  176.998  0.0682114
18.836  177.255  0.0664735
16.7571  177.381  0.06476
18.006  177.511  0.0626205
18.0634  177.542  0.0652654
12.282  175.758  0.0630067
11.9717  175.666  0.0645864
14.0733  176.491  0.0651494
17.7102  177.682  0.0710971
18.0664  177.764  0.0679549
15.2406  176.949  0.0669151
15.0716  176.862  0.0610252
19.263  177.852  0.0697276
19.2056  177.865  0.0738325
20.0672  177.711  0.0696934
20.1246  177.741  0.0664183
17.5299  176.745  0.0651346
15.4976  176.744  0.0636397
18.0375  177.504  0.0640248
18.0559  177.536  0.0594439
20.4762  177.468  0.0623738
13.2401  175.123  0.0608205
9.63125  173.148  0.0577494
13.2292  176.059  0.0620135
18.4476  177.766  0.0715576
23.3543  178.049  0.06432
23.469  178.105  0.0639691
14.5159  176.561  0.066405
14.0741  176.497  0.0632409
16.9603  177.445  0.0585924
19.277  178.022  0.0583501
21.0823  178.244  0.0568191
18.8276  177.888  0.0663476
16.2451  177.181  0.0671195
16.9759  177.571  0.0659063
20.8959  178.226  0.0661497
19.6307  177.982  0.0638925
19.6881  178.015  0.0593557
15.4475  176.867  0.0604505
16.2127  176.942  0.0625356
18.7873  177.554  0.0586938
23.5456  178.131  0.0566428
25.2688  178.1  0.054909
44.0534  178.605  0.0543245
44.1106  178.627  0.046641
44.1678  178.65  0
43.9962  178.582  0
66.6878  178.335  0.00484484
24.9171  178.408  0.0258753
24.2084  177.42  0.0415353
24.1522  177.426  0.04201
33.4081  3.80321  0.0352832
28.4268  5.1283  0.0350814
25.4073  7.04328  0.0367052
31.4765  5.92686  0.0391794
32.2935  5.76359  0.0360906
29.644  7.19893  0.0348284
30.1444  7.28185  0.0354843
31.1543  6.87439  0.0372937
31.0998  6.83892  0.0377975
32.4045  6.3413  0.0390215
37.8205  5.81739  0.0427675
29.4387  8.2352  0.0509092
28.2006  8.36583  0.0499244
29.4826  7.33916  0.0430835
22.5582  12.013  0.0482875
20.3183  14.1072  0.0959974
18.1608  16.5453  0.108438
18.6665  14.4004  0.0909694
18.6128  14.3349  0.0818878
19.598  11.752  0.0678867
14.709  21.6827  0.0697712
13.8558  22.513  0.0678053
15.3298  15.2489  0.0640136
11.4515  28.7839  0.0582415
10.755  30.5317  0.0622686
7.58002  76.0968  0.0678829
2.33716  125.957  0.069474
1.3429  33.8622  0.0692706
0.634582  25.319  0.0682685
0.686141  23.0956  0.0650195
1.62594  171.884  0.0642764
3.65398  171.676  0.0607128
5.60815  172.795  0.0607128
8.594  175.197  0.0660098
9.12387  174.415  0.0637855
9.23595  173.328  0.0652646
10.5238  174.33  0.0659184
14.589  176.184  0.0596817
14.6458  176.232  0.0607061
11.8776  174.389  0.0579635
9.74419  172.484  0.0547987
10.446  173.682  0.0495797
12.4023  174.891  0.0514257
29.7485  177.766  0.0500779
15.7412  175.599  0.060796
10.5203  174.44  0.0620666
13.0312  175.952  0.065145
32.9383  178.592  0.0603391
23.9347  178.191  0.0630172
23.9922  178.213  0.0643674
19.1697  177.379  0.0632133
20.1708  177.361  0.064484
14.8996  176.923  0.0633022
20.7967  177.936  0.072838
21.8957  178.187  0.0692347
19.0108  177.613  0.0695255
14.2225  176.78  0.0604176
16.731  177.648  0.0676996
18.3395  177.866  0.0719442
20.7262  178.055  0.0677156
20.7838  178.081  0.0645684
15.3298  176.739  0.0650335
15.8979  177.272  0.0653962
18.8436  177.897  0.0603653
19.3078  177.938  0.0589445
35.9167  178.639  0.063173
30.4463  177.803  0.0606212
29.4553  177.662  0.0599403
14.0435  176.6  0.0614122
15.9316  177.31  0.0693749
17.3507  177.58  0.0702804
17.4081  177.616  0.0669229
17.4732  176.994  0.0682717
14.0318  176.388  0.0577291
17.3383  177.459  0.0576128
18.9803  177.908  0.0559595
21.4046  178.331  0.0558102
17.5398  177.541  0.0609204
14.5588  176.709  0.0683869
19.0139  177.703  0.0678031
20.0603  178.113  0.0654503
21.623  178.043  0.0616315
21.6803  178.075  0.0624411
19.9852  177.578  0.0612438
25.1238  177.799  0.0620982
20.1978  177.877  0.057245
25.4133  178.312  0.0529453
26.887  178.196  0.0548659
29.1868  177.633  0.0489934
35.9771  178.08  0.0428435
27.0268  177.677  0.0435972
25.2431  177.464  0.0460713
44.3394  178.717  0.0526086
44.3966  178.739  0.0604422
63.7469  178.29  0.00684007
23.9894  178.256  0.0246205
24.591  178.219  0.0381068
30.994  10.8053  0.0307717
65.7913  3.91427  0.0318441
29.7772  8.67142  0.0342223
41.346  4.22472  0.0314454
29.6039  4.32295  0.033937
28.7095  4.91141  0.0342597
28.6167  5.33743  0.0339789
34.9624  5.22747  0.0343047
36.3435  5.35376  0.0334141
31.67  6.46853  0.0356879
32.7793  6.17267  0.0355622
32.7246  6.14029  0.037401
31.7214  6.763  0.0391228
29.2791  8.33847  0.0433725
26.1043  9.98799  0.04631
25.6128  10.2045  0.0406942
26.0708  9.43463  0.0404876
23.6625  10.4739  0.05773
20.6318  13.2594  0.098719
20.0405  13.2717  0.108052
19.8713  12.11  0.0859938
19.8171  12.0527  0.0786549
21.4681  10.5998  0.0714729
18.1768  15.2633  0.0738482
12.4046  28.6754  0.0708033
13.3423  20.1839  0.0688746
9.5087  46.0157  0.0602329
8.33925  61.5687  0.0612293
4.991  123.899  0.0662041
1.35941  113.395  0.0703536
1.21563  26.7453  0.072445
1.26548  25.3993  0.0720749
1.56923  178.381  0.066019
2.10636  170.988  0.0690137
3.32225  170.573  0.0635372
8.04842  176.515  0.0624265
9.89157  176.355  0.064279
7.31472  172.247  0.0627352
12.6497  176.01  0.0643165
12.6751  176.018  0.0649343
13.0836  175.937  0.0623782
13.1404  175.989  0.0583974
13.0579  175.641  0.0593779
10.1031  173.391  0.057035
10.9314  174.514  0.0566524
14.4564  176.605  0.0537909
11.5213  175.488  0.0507734
10.853  175.035  0.0612939
10.4563  174.815  0.0613774
12.7219  176.33  0.065145
15.6833  177.136  0.0628188
35.0507  178.813  0.0652654
35.1083  178.826  0.0653147
44.2598  178.868  0.0656068
11.0681  175.267  0.0657578
15.5776  177.27  0.0662613
28.5639  178.673  0.0626772
32.6525  178.699  0.0630048
39.6898  178.734  0.0601137
33.657  178.39  0.0640979
21.2201  178.108  0.0671738
20.8404  178.199  0.070787
20.0893  178.163  0.0607138
20.1469  178.188  0.0604013
20.5857  177.68  0.062304
14.6886  176.861  0.0590933
17.6219  177.76  0.0583323
20.0787  178.05  0.0577459
18.1684  177.803  0.0625736
13.0721  176.309  0.0613188
10.8684  174.179  0.0628284
13.2815  176.16  0.0614122
18.7059  177.882  0.0666962
17.0272  177.483  0.067417
17.0272  177.483  0.0681259
18.273  177.018  0.066798
13.0386  175.911  0.0559252
16.9164  177.373  0.0537927
21.2378  178.233  0.0521742
19.8084  178.025  0.0518759
16.7188  177.28  0.0589035
14.1074  176.32  0.0573772
20.7321  177.846  0.0611652
20.0506  177.974  0.0577521
22.4151  178.097  0.0674744
22.4723  178.128  0.0661078
21.1515  177.462  0.0681285
54.7478  178.615  0.0658894
24.9149  178.037  0.0574428
26.1229  178.311  0.0536191
25.3054  178.19  0.0515666
22.0558  177.546  0.0499783
21.0357  177.144  0.0476817
26.1722  177.937  0.0460278
26.339  177.798  0.0479466
28.4488  177.961  0.0522115
26.1902  177.525  0.0596456
